Iteration,Backcase,IC_DA9313,IC_DA9313_Backcase,IC_DA9313_TP,IC_MCP,IC_MCP_Backcase,IC_MCP_TP,IC_PM8009_TP,IC_PM8009_backcase,IC_PM8009_chip,IC_PM855,IC_PM855B,IC_PM855B_Backcase,IC_PM855B_TP,IC_PM855L,IC_PM855L_TP,IC_PM855L_backcase,IC_PM855_Backcase,IC_PM855_TP,IC_SM8250_LPDDR5,IC_SM8250_LPDDR5_Backcase,IC_SM8250_LPDDR5_TP,MAIN_CAM_SENSOR,Main_CAM_SENOR_Backcase,Main_CAM_SENOR_TP,Main_Cam_MADA,Pilot_ISP,Pilot_NPU,Pilot_Tsensor0,Pilot_Tsensor2,Pilot_Tsensor3,Pilot_dram,Pilot_pmic,Pilot_pmic_Backcase,Pilot_pmic_TP,Pilot_soc_Backcase,Pilot_soc_TP,Pilot_soc_die,Sceen_ic_TP,Screen,Screen_ic,Screen_ic_Backcase,WIDE_CAM_MADA,WIDE_CAM_SENOR_Backcase,WIDE_CAM_SENOR_TP,WIDE_CAM_SENSOR,ch2,ch4,ch5,ch6,ch7
130,25.506128,26.847467,26.097833,26.303247,33.215875,26.115625,26.492029,26.373376,26.134424,27.142053,29.789117,26.963617,26.186731,26.451685,27.1961,26.288782,26.042322,26.086816,26.464075,27.582788,26.035425,26.370386,26.054773,25.288263,25.828668,25.41958,26.75686,26.767847,26.745905,26.767114,26.760004,26.752557,26.89895,26.156091,26.424463,26.11947,26.374841,26.760797,25.901605,25.901788,25.15304,25.506219,25.515283,25.337305,26.066858,26.074945,25.349054,26.162866,25.617487,26.13302,26.20553
170,25.677148,27.085779,26.327478,26.529871,33.457452,26.350153,26.718134,26.606104,26.369897,27.388483,30.033472,27.209131,26.436578,26.689966,27.437158,26.511743,26.267969,26.318384,26.691003,27.823145,26.25921,26.595331,26.291925,25.452448,26.021753,25.629907,27.001367,27.012537,26.990656,27.011926,27.004297,26.996698,27.14425,26.403162,26.662531,26.363519,26.613275,27.005396,26.096124,26.096307,25.249139,25.677271,25.746973,25.479181,26.278558,26.321832,25.521021,26.41369,25.817712,26.394678,26.438684
200,25.801904,27.24679,26.482629,26.683405,33.620081,26.507104,26.871057,26.762933,26.527582,27.553949,30.197626,27.374078,26.601892,26.849695,27.599664,26.663171,26.421136,26.473901,26.844385,27.985223,26.411127,26.747736,26.455591,25.579584,26.157159,25.788965,27.165857,27.177087,27.155328,27.17663,27.168665,27.161005,27.309106,26.56698,26.822229,26.525629,26.773431,27.169916,26.232233,26.232446,25.326776,25.802057,25.916101,25.585352,26.423975,26.490381,25.651758,26.579767,25.96261,26.570032,26.59646
250,25.999292,27.48205,26.70733,26.908655,33.856836,26.732507,27.095178,26.991571,26.754449,27.793939,30.436029,27.613336,26.836603,27.081262,27.836603,26.886224,26.643884,26.698419,27.069086,28.221429,26.632288,26.971552,26.698999,25.789667,26.363824,26.045923,27.40481,27.416101,27.394495,27.415796,27.407556,27.399774,27.548395,26.79989,27.053888,26.756738,27.005945,27.40896,26.43963,26.439844,25.464075,25.999475,26.17843,25.751611,26.641138,26.737512,25.864435,26.815393,26.188348,26.821252,26.826959
310,26.220483,27.731104,26.943994,27.147943,34.106897,26.96792,27.333276,27.233209,26.991876,28.046503,30.687311,27.865137,27.079065,27.32464,28.08703,27.123926,26.879175,26.933923,27.307703,28.471246,26.866174,27.209619,26.959009,26.028833,26.590479,26.334009,27.656458,27.667841,27.646265,27.667596,27.659143,27.651239,27.800226,27.041071,27.297571,26.996698,27.250452,27.660608,26.666833,26.667047,25.632379,26.220697,26.463953,25.936243,26.874902,26.998468,26.104608,27.058618,26.436731,27.081537,27.070734
380,26.458429,27.988519,27.187708,27.395929,34.364984,27.209192,27.580225,27.482599,27.235376,28.30636,30.946313,28.12417,27.32522,27.574976,28.345667,27.370935,27.122156,27.175928,27.555017,28.729272,27.107904,27.456689,27.22851,26.284723,26.83114,26.639551,27.915552,27.926935,27.90542,27.926752,27.918115,27.910181,28.059351,27.28634,27.548181,27.241144,27.501855,27.919702,26.907983,26.908167,25.825891,26.458704,26.760797,26.131677,27.119958,27.266534,26.360681,27.305414,26.698053,27.345636,27.322198
460,26.706323,28.249506,27.434351,27.647882,34.626459,27.452386,27.831323,27.735162,27.480859,28.569025,31.208429,28.385889,27.57168,27.827814,28.607721,27.622369,27.36828,27.420313,27.806299,28.990778,27.35293,27.708032,27.501306,26.546411,27.07998,26.95083,28.177362,28.188745,28.167322,28.188623,28.179926,28.171838,28.321161,27.53219,27.801294,27.486475,27.755731,28.181543,27.157159,27.157373,26.037378,26.706628,27.059595,26.331628,27.370752,27.536279,26.622461,27.552271,26.96377,27.609094,27.576624
550,26.957727,28.509424,27.679559,27.899103,34.886835,27.693811,28.081934,27.986444,27.724603,28.830042,31.469263,28.645959,27.815057,28.079004,28.868616,27.873468,27.613184,27.663019,28.057001,29.251184,27.59707,27.958887,27.772089,26.805627,27.331262,27.258813,28.437555,28.448969,28.427545,28.448816,28.440088,28.43197,28.581354,27.775201,28.052698,27.72912,28.007806,28.441705,27.408685,27.408899,26.258813,26.958093,27.353265,26.531061,27.622247,27.803003,26.881982,27.795953,27.226984,27.868433,27.829584
650,27.20675,28.763818,27.919427,28.145258,35.141656,27.92962,28.327692,28.232355,27.962701,29.085199,31.724359,28.90014,28.052057,28.324487,29.123926,28.119867,27.852808,27.900293,28.302728,29.506097,27.835962,28.204858,28.036096,27.05639,27.579492,27.55697,28.691858,28.703271,28.681818,28.703149,28.694391,28.686151,28.835657,28.011926,28.298425,27.965601,28.253992,28.696008,27.65719,27.657404,26.482813,27.207178,27.636774,26.725488,27.869592,28.062524,27.133417,28.033044,27.482416,28.120233,28.076837
750,27.428583,28.988855,28.131677,28.363123,35.367029,28.137903,28.545129,28.449701,28.17312,29.310663,31.949976,29.12478,28.26098,28.541345,29.349786,28.337976,28.064752,28.109918,28.520288,29.731439,28.047418,28.422632,28.268884,27.27569,27.800317,27.817896,28.916559,28.928003,28.906549,28.927881,28.919153,28.910852,29.060388,28.220758,28.515497,28.17428,28.47146,28.92074,27.878229,27.878442,26.684778,27.429071,27.884668,26.895471,28.088953,28.29104,27.35354,28.242029,27.706537,28.34173,28.295251
850,27.626154,29.188348,28.31991,28.556238,35.566858,28.322229,28.738123,28.642358,28.359613,29.510553,32.149988,29.323785,28.445795,28.733392,29.549982,28.531427,28.252527,28.295465,28.713159,29.93139,28.234796,28.615747,28.474695,27.468164,27.996851,28.047266,29.115686,29.12713,29.105646,29.126978,29.11825,29.109918,29.259515,28.405511,28.707697,28.359033,28.664087,29.119836,28.074915,28.075098,26.86593,27.626672,28.102502,27.044489,28.283777,28.492975,27.546899,28.426874,27.904016,28.537347,28.488733
950,27.801996,29.365381,28.486963,28.727594,35.744226,28.485529,28.909418,28.813287,28.52511,29.687769,32.327417,29.50036,28.609521,28.903802,29.727625,28.70321,28.419,28.459955,28.884454,30.108728,28.400995,28.787286,28.656976,27.63772,28.171625,28.249475,29.292322,29.303735,29.28219,29.303613,29.294885,29.286523,29.436121,28.569299,28.878229,28.522852,28.834863,29.296472,28.249811,28.250024,27.027856,27.802545,28.294611,27.1755,28.456781,28.671808,27.71731,28.590662,28.078302,28.710535,28.660303
1100,28.024622,29.58877,28.697076,28.943964,35.96795,28.691553,29.125665,29.028894,28.733484,29.91134,32.551294,29.723077,28.815973,29.118707,29.951746,28.920068,28.628625,28.667413,29.10061,30.332574,28.610345,29.003748,28.886621,27.849817,28.392633,28.503046,29.51507,29.526453,29.504938,29.526361,29.517664,29.50918,29.658899,28.775629,29.093286,28.729089,29.050226,29.519189,28.471002,28.471216,27.233179,28.025201,28.535547,27.34408,28.67547,28.896936,27.930719,28.797083,28.29696,28.928461,28.876733
1250,28.211908,29.776697,28.873956,29.126031,36.156213,28.864557,29.30755,29.210168,28.908838,30.09939,32.739648,29.910425,28.989465,29.299463,30.140314,29.102563,28.804834,28.841699,29.282434,30.520837,28.786401,29.185846,29.079553,28.027399,28.578668,28.715509,29.702448,29.713892,29.692285,29.713708,29.705042,29.696558,29.846277,28.949121,29.274194,28.902551,29.231317,29.706567,28.657251,28.657465,27.406244,28.212549,28.737573,27.483575,28.85946,29.086115,28.109399,28.970514,28.480371,29.111627,29.05871
1400,28.36947,29.934625,29.022607,29.278925,36.314417,29.009668,29.460413,29.362604,29.056299,30.25744,32.897943,30.067834,29.135095,29.451318,30.298822,29.255853,28.952722,28.987848,29.435205,30.679102,28.934137,29.338861,29.241632,28.176233,28.735162,28.893793,29.859857,29.871301,29.849725,29.871179,29.862512,29.853937,30.003778,29.094812,29.426141,29.048364,29.383478,29.864038,28.813867,28.814081,27.551813,28.370142,28.907068,27.599084,29.014032,29.24505,28.259149,29.116205,28.634241,29.265497,29.211572
1550,28.501794,30.067224,29.147516,29.407343,36.44729,29.131158,29.58877,29.490472,29.180078,30.390222,33.030878,30.199976,29.257288,29.57879,30.431879,29.384607,29.076776,29.110315,29.563531,30.811975,29.058069,29.467371,29.37774,28.30105,28.866602,29.043451,29.99209,30.003564,29.981958,30.003381,29.994775,29.986139,30.136011,29.217126,29.553674,29.170801,29.511255,29.99624,28.945398,28.945612,27.674188,28.502496,29.049341,27.694879,29.143945,29.378442,28.384576,29.238489,28.763391,29.394495,29.33996
1700,28.612878,30.178522,29.252252,29.5151,36.558832,29.232904,29.696466,29.597833,29.284052,30.501581,33.142419,30.310907,29.359735,29.685724,30.543573,29.492639,29.180627,29.212885,29.671228,30.923547,29.161859,29.57525,29.491968,28.405664,28.976984,29.169,30.103052,30.114496,30.092828,30.114313,30.105737,30.09707,30.246973,29.319635,29.66076,29.273523,29.618402,30.107233,29.055872,29.056085,27.77691,28.613611,29.168665,27.774713,29.252954,29.490381,28.48974,29.341058,28.871759,29.50274,29.447687
1850,28.706079,30.271906,29.340112,29.605463,36.652338,29.317957,29.786829,29.687891,29.37124,30.594995,33.235956,30.403925,29.445551,29.775507,30.637262,29.583307,29.267542,29.298669,29.76156,31.017114,29.248773,29.665704,29.587762,28.493341,29.069635,29.274286,30.1961,30.207544,30.185876,30.207361,30.198785,30.190118,30.340051,29.405634,29.750543,29.359705,29.708337,30.200281,29.148584,29.148767,27.863153,28.706812,29.268762,27.841241,29.344385,29.584253,28.577844,29.426996,28.962549,29.593408,29.538019
2050,28.805139,30.370905,29.43313,29.701349,36.75152,29.408228,29.882654,29.783441,29.463708,30.694025,33.335229,30.502618,29.536584,29.87063,30.736597,29.679498,29.359735,29.389764,29.857355,31.116296,29.340906,29.761682,29.689386,28.586267,29.167902,29.386011,30.294763,30.306238,30.28457,30.306085,30.297479,30.288751,30.438776,29.49682,29.845758,29.451074,29.803674,30.298975,29.246942,29.247125,27.954675,28.805902,29.374902,27.913232,29.441461,29.683801,28.671289,29.518182,29.058832,29.689508,29.633875
